,1100011004.avi
 AU25_r_std_0.25,0.09954617743259377
 AU26_r_std_0.25,0.18444540685012487
 AU45_r_std_0.25,0.1348381746143626
0_x_std_0.25,84.24860011831994
0_y_std_0.25,6.390634744179446
1_x_std_0.25,77.98141514997991
1_y_std_0.25,47.51539521764509
2_x_std_0.25,45.45680825568238
2_y_std_0.25,37.444852281395036
3_x_std_0.25,0.0
3_y_std_0.25,0.0
5_x_std_0.25,111.29800690444056
5_y_std_0.25,193.37909549579524
6_x_std_0.25,0.0
6_y_std_0.25,0.0
15_x_std_0.25,73.00800734643138
15_y_std_0.25,15.461209323259867
16_x_std_0.25,95.10582147771306
16_y_std_0.25,16.241236581665248
17_x_std_0.25,63.44212045346018
17_y_std_0.25,3.3577544610797405
18_x_std_0.25,163.5992456853356
18_y_std_0.25,140.8435112401774
 gaze_0_x_min_0.25,-0.062692
 gaze_0_y_min_0.25,-0.186355
 gaze_0_z_min_0.25,-0.984691
 gaze_1_x_min_0.25,-0.211734
 gaze_1_y_min_0.25,-0.17266900000000002
 gaze_1_z_min_0.25,-0.9668549999999999
el1_x_i_min_0.25,339.80000000000007
el1_x_o_min_0.25,338.90833333333336
el1_y_i_min_0.25,339.8
el1_y_o_min_0.25,341.1666666666667
el2_x_i_min_0.25,390.5875
el2_x_o_min_0.25,391.7166666666667
el2_y_i_min_0.25,338.15
el2_y_o_min_0.25,339.49999999999994
 pose_Tx_min_0.25,55.9
 pose_Ty_min_0.25,164.6
 pose_Tz_min_0.25,624.8
 pose_Rx_min_0.25,-0.261
 pose_Ry_min_0.25,0.165
 pose_Rz_min_0.25,0.022000000000000002
face_x_m_min_0.25,366.1647058823529
face_x_s_min_0.25,45.00127939357751
face_y_m_min_0.25,395.8058823529411
face_y_s_min_0.25,31.530558240240154
eyebrow_l_x_m_min_0.25,336.12
eyebrow_l_x_s_min_0.25,13.935494250294822
eyebrow_l_y_m_min_0.25,323.22
eyebrow_l_y_s_min_0.25,3.7253187783060864
eyebrow_r_x_m_min_0.25,394.12
eyebrow_r_x_s_min_0.25,14.763976429133177
eyebrow_r_y_m_min_0.25,320.04
eyebrow_r_y_s_min_0.25,3.762047314960311
nose_x_m_min_0.25,363.70000000000016
nose_x_s_min_0.25,6.302402540125303
nose_y_m_min_0.25,365.12222222222226
nose_y_s_min_0.25,15.363331163665132
eye_l_x_m_min_0.25,338.93333333333334
eye_l_x_s_min_0.25,7.344771382872765
eye_l_y_m_min_0.25,341.2
eye_l_y_s_min_0.25,2.923981304089798
eye_r_x_m_min_0.25,391.66666666666674
eye_r_x_s_min_0.25,7.538700153209437
eye_r_y_m_min_0.25,339.5499999999999
eye_r_y_s_min_0.25,3.015294347157507
mouth_x_m_min_0.25,362.8999999999999
mouth_x_s_min_0.25,13.688747867566937
mouth_y_m_min_0.25,396.8666666666666
mouth_y_s_min_0.25,7.371623520862506
 AU01_r_min_0.25,0.0
 AU02_r_min_0.25,0.0
 AU04_r_min_0.25,0.42
 AU05_r_min_0.25,0.0
 AU06_r_min_0.25,0.0
 AU07_r_min_0.25,0.0
 AU09_r_min_0.25,0.0
 AU10_r_min_0.25,0.0
 AU12_r_min_0.25,0.0
 AU14_r_min_0.25,0.17
 AU15_r_min_0.25,0.0
 AU17_r_min_0.25,0.0
 AU20_r_min_0.25,0.0
 AU23_r_min_0.25,0.0
 AU25_r_min_0.25,0.0
 AU26_r_min_0.25,0.0
 AU45_r_min_0.25,0.0
0_x_min_0.25,191.06799999999998
0_y_min_0.25,362.05699999999996
1_x_min_0.25,184.567
1_y_min_0.25,381.56199999999995
2_x_min_0.25,154.502
2_y_min_0.25,380.29400000000004
3_x_min_0.25,0.0
3_y_min_0.25,0.0
5_x_min_0.25,0.0
5_y_min_0.25,0.0
6_x_min_0.25,0.0
6_y_min_0.25,0.0
15_x_min_0.25,183.209
15_y_min_0.25,339.87199999999996
16_x_min_0.25,194.998
16_y_min_0.25,337.2530000000001
17_x_min_0.25,171.541
17_y_min_0.25,360.764
18_x_min_0.25,0.0
18_y_min_0.25,0.0
 gaze_0_x_max_0.25,-0.050849
 gaze_0_y_max_0.25,-0.16306700000000002
 gaze_0_z_max_0.25,-0.980902
 gaze_1_x_max_0.25,-0.196688
 gaze_1_y_max_0.25,-0.15016400000000002
 gaze_1_z_max_0.25,-0.963026
el1_x_i_max_0.25,343.0
el1_x_o_max_0.25,342.0916666666667
el1_y_i_max_0.25,341.75
el1_y_o_max_0.25,343.1166666666666
el2_x_i_max_0.25,394.05
el2_x_o_max_0.25,395.15833333333336
el2_y_i_max_0.25,340.49999999999994
el2_y_o_max_0.25,341.875
 pose_Tx_max_0.25,59.2
 pose_Ty_max_0.25,166.9
 pose_Tz_max_0.25,630.5
 pose_Rx_max_0.25,-0.228
 pose_Ry_max_0.25,0.185
 pose_Rz_max_0.25,0.040999999999999995
face_x_m_max_0.25,368.3
face_x_s_max_0.25,45.252860650558034
face_y_m_max_0.25,398.4176470588236
face_y_s_max_0.25,32.44565138994203
eyebrow_l_x_m_max_0.25,339.62
eyebrow_l_x_s_max_0.25,14.347229697750018
eyebrow_l_y_m_max_0.25,325.38
eyebrow_l_y_s_max_0.25,3.931284777270654
eyebrow_r_x_m_max_0.25,398.08
eyebrow_r_x_s_max_0.25,15.266139001070313
eyebrow_r_y_m_max_0.25,322.5800000000001
eyebrow_r_y_s_max_0.25,3.9487972852502655
nose_x_m_max_0.25,367.08888888888885
nose_x_s_max_0.25,6.475809687684702
nose_y_m_max_0.25,368.1777777777778
nose_y_s_max_0.25,15.684626230803213
eye_l_x_m_max_0.25,342.1166666666666
eye_l_x_s_max_0.25,7.487856836238272
eye_l_y_m_max_0.25,343.1666666666667
eye_l_y_s_max_0.25,3.017780641464848
eye_r_x_m_max_0.25,395.11666666666673
eye_r_x_s_max_0.25,7.662223350090143
eye_r_y_m_max_0.25,341.93333333333334
eye_r_y_s_max_0.25,3.1031704217890885
mouth_x_m_max_0.25,365.64166666666665
mouth_x_s_max_0.25,13.952286116575587
mouth_y_m_max_0.25,400.15833333333336
mouth_y_s_max_0.25,7.691849287040495
 AU01_r_max_0.25,0.2
 AU02_r_max_0.25,0.07
 AU04_r_max_0.25,0.88
 AU05_r_max_0.25,0.26
 AU06_r_max_0.25,0.0
 AU07_r_max_0.25,0.64
 AU09_r_max_0.25,0.05
 AU10_r_max_0.25,0.56
 AU12_r_max_0.25,0.05
 AU14_r_max_0.25,0.91
 AU15_r_max_0.25,0.25
 AU17_r_max_0.25,0.39
 AU20_r_max_0.25,0.4
 AU23_r_max_0.25,0.16
 AU25_r_max_0.25,0.37
 AU26_r_max_0.25,0.65
 AU45_r_max_0.25,0.58
0_x_max_0.25,371.14099999999996
0_y_max_0.25,380.349
1_x_max_0.25,348.965
1_y_max_0.25,476.923
2_x_max_0.25,249.785
2_y_max_0.25,463.837
3_x_max_0.25,0.0
3_y_max_0.25,0.0
5_x_max_0.25,224.993
5_y_max_0.25,389.44199999999995
6_x_max_0.25,0.0
6_y_max_0.25,0.0
15_x_max_0.25,341.195
15_y_max_0.25,372.496
16_x_max_0.25,399.86199999999997
16_y_max_0.25,372.514
17_x_max_0.25,307.19
17_y_max_0.25,371.215
18_x_max_0.25,424.655
18_y_max_0.25,371.152
 gaze_0_x_mean_0.50,-0.060548440000000016
 gaze_0_y_mean_0.50,-0.17815652
 gaze_0_z_mean_0.50,-0.9819821733333336
 gaze_1_x_mean_0.50,-0.20770884
 gaze_1_y_mean_0.50,-0.1636248
 gaze_1_z_mean_0.50,-0.96421992
el1_x_i_mean_0.50,339.7515
el1_x_o_mean_0.50,338.86477777777776
el1_y_i_mean_0.50,342.20133333333337
el1_y_o_mean_0.50,343.58788888888887
el2_x_i_mean_0.50,390.78166666666664
el2_x_o_mean_0.50,391.90988888888876
el2_y_i_mean_0.50,340.043
el2_y_o_mean_0.50,341.40433333333334
 pose_Tx_mean_0.50,55.57466666666667
 pose_Ty_mean_0.50,166.75599999999997
 pose_Tz_mean_0.50,625.6853333333332
 pose_Rx_mean_0.50,-0.25144
 pose_Ry_mean_0.50,0.18472
 pose_Rz_mean_0.50,0.02070666666666667
face_x_m_mean_0.50,366.4982745098038
face_x_s_mean_0.50,45.131118333736076
face_y_m_mean_0.50,398.66298039215684
face_y_s_mean_0.50,32.19795928216733
eyebrow_l_x_m_mean_0.50,335.9749333333333
eyebrow_l_x_s_mean_0.50,14.03912432416574
eyebrow_l_y_m_mean_0.50,325.71413333333334
eyebrow_l_y_s_mean_0.50,3.9235141728392033
eyebrow_r_x_m_mean_0.50,394.14266666666674
eyebrow_r_x_s_mean_0.50,15.078774189278832
eyebrow_r_y_m_mean_0.50,321.8008
eyebrow_r_y_s_mean_0.50,3.843103483997683
nose_x_m_mean_0.50,363.6481481481482
nose_x_s_mean_0.50,6.435825053378228
nose_y_m_mean_0.50,367.79022222222227
nose_y_s_mean_0.50,15.559284473197744
eye_l_x_m_mean_0.50,338.8846666666667
eye_l_x_s_mean_0.50,7.409757762068208
eye_l_y_m_mean_0.50,343.6262222222222
eye_l_y_s_mean_0.50,2.959747615778681
eye_r_x_m_mean_0.50,391.8744444444445
eye_r_x_s_mean_0.50,7.628270179247162
eye_r_y_m_mean_0.50,341.4417777777778
eye_r_y_s_mean_0.50,3.0688261748017283
mouth_x_m_mean_0.50,363.0137777777777
mouth_x_s_mean_0.50,13.820517122961967
mouth_y_m_mean_0.50,399.90677777777773
mouth_y_s_mean_0.50,7.682964480698277
 AU01_r_mean_0.50,0.08413333333333332
 AU02_r_mean_0.50,0.06026666666666666
 AU04_r_mean_0.50,0.6714666666666667
 AU05_r_mean_0.50,0.11959999999999996
 AU06_r_mean_0.50,0.0
 AU07_r_mean_0.50,0.16466666666666666
 AU09_r_mean_0.50,0.01946666666666667
 AU10_r_mean_0.50,0.3630666666666667
 AU12_r_mean_0.50,0.0192
 AU14_r_mean_0.50,0.3682666666666666
 AU15_r_mean_0.50,0.03133333333333333
 AU17_r_mean_0.50,0.15466666666666667
 AU20_r_mean_0.50,0.16693333333333332
 AU23_r_mean_0.50,0.12666666666666668
 AU25_r_mean_0.50,0.17213333333333333
 AU26_r_mean_0.50,0.13666666666666666
 AU45_r_mean_0.50,0.2396
0_x_mean_0.50,367.9647466666667
0_y_mean_0.50,367.42256000000003
1_x_mean_0.50,239.8441466666667
1_y_mean_0.50,368.81662666666665
2_x_mean_0.50,267.7220533333333
2_y_mean_0.50,466.32235999999995
3_x_mean_0.50,0.0
3_y_mean_0.50,0.0
5_x_mean_0.50,50.36338666666666
5_y_mean_0.50,132.8196
6_x_mean_0.50,0.0
6_y_mean_0.50,0.0
15_x_mean_0.50,338.4477866666666
15_y_mean_0.50,341.53281333333325
16_x_mean_0.50,394.4215333333333
16_y_mean_0.50,339.08350666666666
17_x_mean_0.50,305.0475333333333
17_y_mean_0.50,365.22301333333326
18_x_mean_0.50,423.05912
18_y_mean_0.50,351.2753066666667
 gaze_0_x_std_0.50,0.015421357243209909
 gaze_0_y_std_0.50,0.008149280212552686
 gaze_0_z_std_0.50,0.002249865019214405
 gaze_1_x_std_0.50,0.016981747788346966
 gaze_1_y_std_0.50,0.008291627498119266
 gaze_1_z_std_0.50,0.003424817954364945
el1_x_i_std_0.50,3.6379898667080317
el1_x_o_std_0.50,3.5947366150152544
el1_y_i_std_0.50,0.5374354664800594
el1_y_o_std_0.50,0.5463918869219289
el2_x_i_std_0.50,3.8582661421775764
el2_x_o_std_0.50,3.8147000355678395
el2_y_i_std_0.50,1.5554112713276034
el2_y_o_std_0.50,1.5858990354845264
 pose_Tx_std_0.50,3.9308582837399326
 pose_Ty_std_0.50,0.9000360353146211
 pose_Tz_std_0.50,1.680869573322846
 pose_Rx_std_0.50,0.009067673500005542
 pose_Ry_std_0.50,0.025426396158748518
 pose_Rz_std_0.50,0.019055235028253573
face_x_m_std_0.50,1.9273363079465584
face_x_s_std_0.50,0.10318894468130024
face_y_m_std_0.50,0.9560948881163068
face_y_s_std_0.50,0.15060300486962375
eyebrow_l_x_m_std_0.50,4.075483845701832
eyebrow_l_x_s_std_0.50,0.4846999043198761
eyebrow_l_y_m_std_0.50,0.5004081937382331
eyebrow_l_y_s_std_0.50,0.17099629222875087
eyebrow_r_x_m_std_0.50,4.605241823428192
eyebrow_r_x_s_std_0.50,0.3896233655272037
eyebrow_r_y_m_std_0.50,1.8271449889953415
eyebrow_r_y_s_std_0.50,0.0794126110180994
nose_x_m_std_0.50,4.03928916618744
nose_x_s_std_0.50,0.04064459153245288
nose_y_m_std_0.50,1.0375627224750017
nose_y_s_std_0.50,0.14250552079629528
eye_l_x_m_std_0.50,3.591334833440889
eye_l_x_s_std_0.50,0.09094670206218107
eye_l_y_m_std_0.50,0.5450994711366376
eye_l_y_s_std_0.50,0.12459233434822554
eye_r_x_m_std_0.50,3.812747637143661
eye_r_x_s_std_0.50,0.0810173569407817
eye_r_y_m_std_0.50,1.5856582582990904
eye_r_y_s_std_0.50,0.14260809858567214
mouth_x_m_std_0.50,3.0194901466548485
mouth_x_s_std_0.50,0.16224075072456506
mouth_y_m_std_0.50,0.9950409069010179
mouth_y_s_std_0.50,0.12132062540895153
 AU01_r_std_0.50,0.1312321373516178
 AU02_r_std_0.50,0.1155360401631308
 AU04_r_std_0.50,0.18819694495418912
 AU05_r_std_0.50,0.25700688811886063
 AU06_r_std_0.50,0.0
 AU07_r_std_0.50,0.20218624898661947
 AU09_r_std_0.50,0.03858627866095539
 AU10_r_std_0.50,0.4153180914878584
 AU12_r_std_0.50,0.02980839714812825
 AU14_r_std_0.50,0.2181455832591976
 AU15_r_std_0.50,0.04403111103230009
 AU17_r_std_0.50,0.1482541037519005
 AU20_r_std_0.50,0.14443714927292806
 AU23_r_std_0.50,0.14507531439513355
 AU25_r_std_0.50,0.16187493782391238
 AU26_r_std_0.50,0.11266229534672545
 AU45_r_std_0.50,0.4629909811742002
0_x_std_0.50,3.8749614020512992
0_y_std_0.50,2.1293690426978653
1_x_std_0.50,139.59294948960687
1_y_std_0.50,201.01836082972503
2_x_std_0.50,41.30812724918614
2_y_std_0.50,55.16208456378986
3_x_std_0.50,0.0
3_y_std_0.50,0.0
5_x_std_0.50,81.40037648908441
5_y_std_0.50,214.43332519280486
6_x_std_0.50,0.0
6_y_std_0.50,0.0
15_x_std_0.50,3.5812736081702234
15_y_std_0.50,0.5790905426412746
16_x_std_0.50,4.425520529266014
16_y_std_0.50,1.1861456358936535
17_x_std_0.50,2.481828719471351
17_y_std_0.50,3.541936111611662
18_x_std_0.50,0.9463639800323644
18_y_std_0.50,0.8520884672591451
 gaze_0_x_min_0.50,-0.096759
 gaze_0_y_min_0.50,-0.1924
 gaze_0_z_min_0.50,-0.987489
 gaze_1_x_min_0.50,-0.24523899999999998
 gaze_1_y_min_0.50,-0.173484
 gaze_1_z_min_0.50,-0.969065
el1_x_i_min_0.50,329.65
el1_x_o_min_0.50,328.87499999999994
el1_y_i_min_0.50,341.25
el1_y_o_min_0.50,342.6166666666666
el2_x_i_min_0.50,379.975
el2_x_o_min_0.50,381.24166666666673
el2_y_i_min_0.50,336.4
el2_y_o_min_0.50,337.69166666666666
 pose_Tx_min_0.50,44.5
 pose_Ty_min_0.50,164.7
 pose_Tz_min_0.50,623.0
 pose_Rx_min_0.50,-0.273
 pose_Ry_min_0.50,0.163
 pose_Rz_min_0.50,-0.025
face_x_m_min_0.50,360.5941176470588
face_x_s_min_0.50,44.8860845723404
face_y_m_min_0.50,396.5058823529412
face_y_s_min_0.50,31.835790763375286
eyebrow_l_x_m_min_0.50,324.8
eyebrow_l_x_s_min_0.50,12.826262121132565
eyebrow_l_y_m_min_0.50,324.93999999999994
eyebrow_l_y_s_min_0.50,3.742726279064492
eyebrow_r_x_m_min_0.50,381.4
eyebrow_r_x_s_min_0.50,14.745270428174589
eyebrow_r_y_m_min_0.50,317.6
eyebrow_r_y_s_min_0.50,3.618425071768096
nose_x_m_min_0.50,352.6
nose_x_s_min_0.50,6.361166909022633
nose_y_m_min_0.50,365.6555555555556
nose_y_s_min_0.50,15.174219730992586
eye_l_x_m_min_0.50,328.8999999999998
eye_l_x_s_min_0.50,7.186491958296948
eye_l_y_m_min_0.50,342.6500000000001
eye_l_y_s_min_0.50,2.3878162966749907
eye_r_x_m_min_0.50,381.2
eye_r_x_s_min_0.50,7.3676092911246895
eye_r_y_m_min_0.50,337.75
eye_r_y_s_min_0.50,2.499333244420735
mouth_x_m_min_0.50,354.6166666666666
mouth_x_s_min_0.50,13.360559324165495
mouth_y_m_min_0.50,397.89166666666665
mouth_y_s_min_0.50,7.432784665170107
 AU01_r_min_0.50,0.0
 AU02_r_min_0.50,0.0
 AU04_r_min_0.50,0.43
 AU05_r_min_0.50,0.0
 AU06_r_min_0.50,0.0
 AU07_r_min_0.50,0.0
 AU09_r_min_0.50,0.0
 AU10_r_min_0.50,0.0
 AU12_r_min_0.50,0.0
 AU14_r_min_0.50,0.0
 AU15_r_min_0.50,0.0
 AU17_r_min_0.50,0.0
 AU20_r_min_0.50,0.0
 AU23_r_min_0.50,0.0
 AU25_r_min_0.50,0.0
 AU26_r_min_0.50,0.0
 AU45_r_min_0.50,0.0
0_x_min_0.50,358.142
0_y_min_0.50,362.043
1_x_min_0.50,0.0
1_y_min_0.50,0.0
2_x_min_0.50,0.0
2_y_min_0.50,0.0
3_x_min_0.50,0.0
3_y_min_0.50,0.0
5_x_min_0.50,0.0
5_y_min_0.50,0.0
6_x_min_0.50,0.0
6_y_min_0.50,0.0
15_x_min_0.50,329.3540000000001
15_y_min_0.50,341.125
16_x_min_0.50,381.67400000000004
16_y_min_0.50,335.903
17_x_min_0.50,298.1
17_y_min_0.50,360.70300000000003
18_x_min_0.50,419.45300000000003
18_y_min_0.50,350.24199999999996
 gaze_0_x_max_0.50,-0.049427
 gaze_0_y_max_0.50,-0.14896199999999998
 gaze_0_z_max_0.50,-0.9767530000000001
 gaze_1_x_max_0.50,-0.195158
 gaze_1_y_max_0.50,-0.13483900000000001
 gaze_1_z_max_0.50,-0.9565629999999999
el1_x_i_max_0.50,342.8875
el1_x_o_max_0.50,341.9916666666666
el1_y_i_max_0.50,343.925
el1_y_o_max_0.50,345.27500000000015
el2_x_i_max_0.50,393.9625
el2_x_o_max_0.50,395.0583333333333
el2_y_i_max_0.50,342.375
el2_y_o_max_0.50,343.72500000000014
 pose_Tx_max_0.50,58.9
 pose_Ty_max_0.50,169.0
 pose_Tz_max_0.50,630.0
 pose_Rx_max_0.50,-0.23199999999999998
 pose_Ry_max_0.50,0.24100000000000002
 pose_Rz_max_0.50,0.04
face_x_m_max_0.50,368.0823529411765
face_x_s_max_0.50,45.420534194024924
face_y_m_max_0.50,399.8764705882353
face_y_s_max_0.50,32.52228195452175
eyebrow_l_x_m_max_0.50,339.4
eyebrow_l_x_s_max_0.50,14.425567579821596
eyebrow_l_y_m_max_0.50,326.93999999999994
eyebrow_l_y_s_max_0.50,4.384974344280714
eyebrow_r_x_m_max_0.50,397.8
eyebrow_r_x_s_max_0.50,16.085614691394287
eyebrow_r_y_m_max_0.50,323.2800000000001
eyebrow_r_y_s_max_0.50,3.978316226747192
nose_x_m_max_0.50,366.9222222222222
nose_x_s_max_0.50,6.562096548444798
nose_y_m_max_0.50,368.96666666666664
nose_y_s_max_0.50,15.696823811770894
eye_l_x_m_max_0.50,342.00000000000006
eye_l_x_s_max_0.50,7.4983776022994855
eye_l_y_m_max_0.50,345.3
eye_l_y_s_max_0.50,3.0720785580233168
eye_r_x_m_max_0.50,395.05
eye_r_x_s_max_0.50,7.8122979973884785
eye_r_y_m_max_0.50,343.7333333333333
eye_r_y_s_max_0.50,3.2847628021923634
mouth_x_m_max_0.50,365.575
mouth_x_s_max_0.50,13.957693110600223
mouth_y_m_max_0.50,401.10833333333335
mouth_y_s_max_0.50,8.009553954213347
 AU01_r_max_0.50,0.49
 AU02_r_max_0.50,0.5
 AU04_r_max_0.50,1.17
 AU05_r_max_0.50,0.91
 AU06_r_max_0.50,0.0
 AU07_r_max_0.50,0.66
 AU09_r_max_0.50,0.16
 AU10_r_max_0.50,1.47
 AU12_r_max_0.50,0.1
 AU14_r_max_0.50,0.64
 AU15_r_max_0.50,0.18
 AU17_r_max_0.50,0.54
 AU20_r_max_0.50,0.52
 AU23_r_max_0.50,0.52
 AU25_r_max_0.50,0.65
 AU26_r_max_0.50,0.47
 AU45_r_max_0.50,2.25
0_x_max_0.50,371.131
0_y_max_0.50,369.811
1_x_max_0.50,362.05400000000003
1_y_max_0.50,476.926
2_x_max_0.50,308.518
2_y_max_0.50,476.921
3_x_max_0.50,0.0
3_y_max_0.50,0.0
5_x_max_0.50,194.96200000000002
5_y_max_0.50,476.916
6_x_max_0.50,0.0
6_y_max_0.50,0.0
15_x_max_0.50,341.15
15_y_max_0.50,342.481
16_x_max_0.50,399.853
16_y_max_0.50,339.833
17_x_max_0.50,307.21
17_y_max_0.50,371.155
18_x_max_0.50,423.44300000000004
18_y_max_0.50,352.909
 gaze_0_x_mean_0.75,-0.07822111999999998
 gaze_0_y_mean_0.75,-0.17408239999999994
 gaze_0_z_mean_0.75,-0.9815357333333332
 gaze_1_x_mean_0.75,-0.2266926666666667
 gaze_1_y_mean_0.75,-0.14534692
